datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
3/30/2024 1:00,"(42.089797, -76.807734)",1.53,0.67,4.78,96201.0,0.01,0.01,0.0,3.6078149130863726,0.0
3/30/2024 2:00,"(42.089797, -76.807734)",1.18,0.66,4.68,96191.59,0.0,0.0,0.0,3.470126393610261,0.0
3/30/2024 3:00,"(42.089797, -76.807734)",0.96,0.65,4.78,96146.12,0.01,0.01,0.0,3.366525852244167,0.0
3/30/2024 4:00,"(42.089797, -76.807734)",0.48,0.65,4.81,96142.91,0.0,0.0,0.0,3.2575154586830566,0.0
3/30/2024 5:00,"(42.089797, -76.807734)",0.15,0.65,4.71,96129.46,0.0,0.0,0.0,3.1843783985663565,0.0
3/30/2024 6:00,"(42.089797, -76.807734)",0.06,0.64,3.9,96134.62,0.0,0.0,0.0,3.115996210792348,0.0
3/30/2024 7:00,"(42.089797, -76.807734)",-0.22,0.65,3.78,96147.84,0.0,0.0,0.0,3.1040928135689123,0.0
3/30/2024 8:00,"(42.089797, -76.807734)",0.15,0.64,3.56,96189.82,0.0,0.0,0.0,3.1353879616653355,0.0
3/30/2024 9:00,"(42.089797, -76.807734)",1.14,0.62,3.91,96174.42,0.0,0.0,0.0,3.25091919079865,0.0
3/30/2024 10:00,"(42.089797, -76.807734)",3.31,0.54,3.77,96134.4,0.0,0.0,0.0,3.2796128822644737,0.0
3/30/2024 11:00,"(42.089797, -76.807734)",4.48,0.49,3.49,96109.31,0.0,0.0,0.0,3.2177539812024696,0.0
3/30/2024 12:00,"(42.089797, -76.807734)",6.28,0.43,3.33,96047.91,0.0,0.0,0.0,3.1796514603092527,0.0
3/30/2024 13:00,"(42.089797, -76.807734)",8.46,0.37,2.92,95974.36,0.0,0.0,0.0,3.15157734390902,0.0
3/30/2024 14:00,"(42.089797, -76.807734)",9.54,0.33,2.8,95874.02,0.0,0.0,0.0,3.0120265894069473,0.0
3/30/2024 15:00,"(42.089797, -76.807734)",10.29,0.32,2.98,95824.08,0.0,0.0,0.0,3.063265926088994,0.0
3/30/2024 16:00,"(42.089797, -76.807734)",10.31,0.33,2.86,95766.15,0.0,0.0,0.0,3.1629960417739076,0.0
3/30/2024 17:00,"(42.089797, -76.807734)",10.44,0.35,2.62,95726.12,0.02,0.0,0.0,3.3824039078472445,0.02
3/30/2024 18:00,"(42.089797, -76.807734)",8.16,0.52,2.7,95733.01,0.09,0.0,0.0,4.344537327971504,0.09
3/30/2024 19:00,"(42.089797, -76.807734)",7.26,0.62,2.29,95726.11,0.21,0.0,0.0,4.887070478022892,0.21
3/30/2024 20:00,"(42.089797, -76.807734)",6.7,0.71,2.46,95717.92,0.26,0.0,0.0,5.396200879922769,0.26
3/30/2024 21:00,"(42.089797, -76.807734)",6.28,0.77,2.52,95747.35,0.35,0.0,0.0,5.693794475437499,0.35
3/30/2024 22:00,"(42.089797, -76.807734)",5.69,0.83,2.72,95779.32,0.28,0.0,0.0,5.904400823049092,0.28
3/30/2024 23:00,"(42.089797, -76.807734)",5.38,0.84,2.64,95781.15,0.13,0.0,0.0,5.8547693136250984,0.13
3/31/2024 0:00,"(42.089797, -76.807734)",4.6,0.86,2.32,95788.47,0.01,0.0,0.0,5.692673461187462,0.01
3/31/2024 1:00,"(42.089797, -76.807734)",4.08,0.86,2.24,95813.07,0.0,0.0,0.0,5.499120537250861,0.0
3/31/2024 2:00,"(42.089797, -76.807734)",3.44,0.86,1.88,95832.87,0.0,0.0,0.0,5.268821301302444,0.0
3/31/2024 3:00,"(42.089797, -76.807734)",2.93,0.86,2.51,95867.73,0.0,0.0,0.0,5.09138873893412,0.0
3/31/2024 4:00,"(42.089797, -76.807734)",2.37,0.88,2.72,95926.1,0.0,0.0,0.0,5.016620381739257,0.0
3/31/2024 5:00,"(42.089797, -76.807734)",2.6,0.89,2.79,96002.0,0.0,0.0,0.0,5.153086341905473,0.0
3/31/2024 6:00,"(42.089797, -76.807734)",3.16,0.86,2.95,96079.9,0.0,0.0,0.0,5.1707490634510895,0.0
3/31/2024 7:00,"(42.089797, -76.807734)",3.25,0.85,2.9,96136.75,0.0,0.0,0.0,5.141607069392993,0.0
3/31/2024 8:00,"(42.089797, -76.807734)",3.45,0.83,2.83,96224.41,0.0,0.0,0.0,5.088434462185756,0.0
3/31/2024 9:00,"(42.089797, -76.807734)",3.67,0.81,3.37,96273.41,0.0,0.0,0.0,5.039513335358787,0.0
3/31/2024 10:00,"(42.089797, -76.807734)",4.47,0.75,3.43,96315.4,0.0,0.0,0.0,4.921862094183329,0.0
3/31/2024 11:00,"(42.089797, -76.807734)",5.04,0.72,2.96,96380.25,0.0,0.0,0.0,4.9069460546656725,0.0
3/31/2024 12:00,"(42.089797, -76.807734)",5.34,0.69,2.6,96367.76,0.0,0.0,0.0,4.7966028931648355,0.0
3/31/2024 13:00,"(42.089797, -76.807734)",6.81,0.63,2.65,96401.84,0.0,0.0,0.0,4.822641903384636,0.0
3/31/2024 14:00,"(42.089797, -76.807734)",7.91,0.56,2.65,96378.68,0.0,0.0,0.0,4.603879485573258,0.0
3/31/2024 15:00,"(42.089797, -76.807734)",9.18,0.53,3.45,96389.39,0.0,0.0,0.0,4.727637670534605,0.0
3/31/2024 16:00,"(42.089797, -76.807734)",10.1,0.5,3.27,96332.27,0.0,0.0,0.0,4.729065679051653,0.0
3/31/2024 17:00,"(42.089797, -76.807734)",10.82,0.47,2.74,96320.17,0.0,0.0,0.0,4.652397178169904,0.0
3/31/2024 18:00,"(42.089797, -76.807734)",9.71,0.48,2.11,96321.62,0.0,0.0,0.0,4.428809338181359,0.0
3/31/2024 19:00,"(42.089797, -76.807734)",8.49,0.59,1.41,96358.71,0.0,0.0,0.0,5.035188357719751,0.0
3/31/2024 20:00,"(42.089797, -76.807734)",6.15,0.65,1.61,96371.62,0.0,0.0,0.0,4.76570182251649,0.0
3/31/2024 21:00,"(42.089797, -76.807734)",5.39,0.68,0.21,96376.35,0.0,0.0,0.0,4.742701721416734,0.0
3/31/2024 22:00,"(42.089797, -76.807734)",4.6,0.71,0.49,96437.18,0.0,0.0,0.0,4.699765299352438,0.0
3/31/2024 23:00,"(42.089797, -76.807734)",3.53,0.77,0.31,96409.06,0.0,0.0,0.0,4.7459651027348375,0.0
4/1/2024 0:00,"(42.089797, -76.807734)",2.78,0.81,0.36,96391.67,0.0,0.0,0.0,4.747172941717397,0.0
4/1/2024 1:00,"(42.089797, -76.807734)",2.68,0.82,0.62,96433.48,0.0,0.0,0.0,4.7734858128663715,0.0
4/1/2024 2:00,"(42.089797, -76.807734)",3.19,0.8,0.68,96368.84,0.0,0.0,0.0,4.819702148921544,0.0
4/1/2024 3:00,"(42.089797, -76.807734)",3.4,0.79,0.92,96342.39,0.0,0.0,0.0,4.8270029643881625,0.0
4/1/2024 4:00,"(42.089797, -76.807734)",3.38,0.79,0.73,96315.17,0.0,0.0,0.0,4.8205339666465115,0.0
4/1/2024 5:00,"(42.089797, -76.807734)",3.22,0.78,0.78,96273.74,0.0,0.0,0.0,4.7086867383334505,0.0
4/1/2024 6:00,"(42.089797, -76.807734)",2.88,0.86,0.62,96283.5,0.0,0.0,0.0,5.074278277131066,0.0
4/1/2024 7:00,"(42.089797, -76.807734)",3.07,0.84,0.91,96295.79,0.04,0.0,0.0,5.020042202431465,0.04
4/1/2024 8:00,"(42.089797, -76.807734)",3.33,0.81,1.86,96272.78,0.09,0.0,0.0,4.926024897093758,0.09
4/1/2024 9:00,"(42.089797, -76.807734)",4.11,0.85,1.58,96269.48,0.13,0.0,0.0,5.446057250142545,0.13
4/1/2024 10:00,"(42.089797, -76.807734)",6.53,0.78,1.0,96319.76,0.1,0.0,0.0,5.862800710050175,0.1
4/1/2024 11:00,"(42.089797, -76.807734)",7.8,0.72,0.67,96384.42,0.05,0.0,0.0,5.877355359647471,0.05
4/1/2024 12:00,"(42.089797, -76.807734)",9.09,0.68,0.94,96321.56,0.02,0.0,0.0,6.030849179127165,0.02
4/1/2024 13:00,"(42.089797, -76.807734)",10.48,0.61,1.47,96253.28,0.0,0.0,0.0,5.909976967652212,0.0
4/1/2024 14:00,"(42.089797, -76.807734)",11.16,0.61,0.97,96277.02,0.0,0.0,0.0,6.168872467817559,0.0
4/1/2024 15:00,"(42.089797, -76.807734)",12.49,0.58,1.06,96236.29,0.0,0.0,0.0,6.374180857862005,0.0
4/1/2024 16:00,"(42.089797, -76.807734)",12.34,0.59,0.73,96209.73,0.0,0.0,0.0,6.423833402636901,0.0
4/1/2024 17:00,"(42.089797, -76.807734)",12.06,0.64,0.65,96235.63,0.01,0.0,0.0,6.847644910595455,0.01
4/1/2024 18:00,"(42.089797, -76.807734)",11.45,0.66,1.2,96261.21,0.0,0.0,0.0,6.797188084273366,0.0
4/1/2024 19:00,"(42.089797, -76.807734)",10.35,0.68,1.24,96382.12,0.0,0.0,0.0,6.534213551313159,0.0
4/1/2024 20:00,"(42.089797, -76.807734)",9.58,0.67,1.36,96411.9,0.0,0.0,0.0,6.130929839529201,0.0
4/1/2024 21:00,"(42.089797, -76.807734)",8.02,0.71,1.66,96413.15,0.0,0.0,0.0,5.878654405311372,0.0
4/1/2024 22:00,"(42.089797, -76.807734)",6.38,0.75,2.35,96471.93,0.0,0.0,0.0,5.582309100189592,0.0
4/1/2024 23:00,"(42.089797, -76.807734)",5.43,0.76,2.16,96435.65,0.0,0.0,0.0,5.314664353316947,0.0
4/2/2024 0:00,"(42.089797, -76.807734)",4.75,0.76,2.05,96375.12,0.0,0.0,0.0,5.081043040611866,0.0
4/2/2024 1:00,"(42.089797, -76.807734)",4.55,0.76,2.35,96316.91,1.16,0.0,0.0,5.014062287174697,1.16
4/2/2024 2:00,"(42.089797, -76.807734)",4.67,0.8,1.45,96410.12,1.19,0.0,0.0,5.3201657506409825,1.19
4/2/2024 3:00,"(42.089797, -76.807734)",4.55,0.84,1.81,96344.0,0.81,0.0,0.0,5.541858317403613,0.81
4/2/2024 4:00,"(42.089797, -76.807734)",4.57,0.84,1.56,96301.76,0.87,0.0,0.0,5.549222855750892,0.87
4/2/2024 5:00,"(42.089797, -76.807734)",4.37,0.86,2.12,96301.28,0.68,0.0,0.0,5.606341088300876,0.68
4/2/2024 6:00,"(42.089797, -76.807734)",4.4,0.87,1.88,96253.86,0.65,0.0,0.0,5.682856698617153,0.65
4/2/2024 7:00,"(42.089797, -76.807734)",4.57,0.88,2.2,96217.97,0.67,0.0,0.0,5.8134715631676,0.67
4/2/2024 8:00,"(42.089797, -76.807734)",5.07,0.87,2.71,96177.42,0.69,0.0,0.0,5.941000608519918,0.69
4/2/2024 9:00,"(42.089797, -76.807734)",5.55,0.88,3.1,96126.86,0.87,0.0,0.0,6.202670139909742,0.87
4/2/2024 10:00,"(42.089797, -76.807734)",6.3,0.89,4.07,96047.56,1.16,0.0,0.0,6.589759548140317,1.16
4/2/2024 11:00,"(42.089797, -76.807734)",6.68,0.89,4.47,96000.14,1.28,0.0,0.0,6.755432373592458,1.28
4/2/2024 12:00,"(42.089797, -76.807734)",7.0,0.9,4.5,95983.07,1.58,0.0,0.0,6.975257356453183,1.58
4/2/2024 13:00,"(42.089797, -76.807734)",6.89,0.91,4.8,95904.34,2.19,0.0,0.0,7.002438693770972,2.19
4/2/2024 14:00,"(42.089797, -76.807734)",6.65,0.91,4.73,95807.68,2.8,0.0,0.0,6.893732650179937,2.8
4/2/2024 15:00,"(42.089797, -76.807734)",6.6,0.9,4.46,95841.14,1.7,0.0,0.0,6.7957634112076,1.7
4/2/2024 16:00,"(42.089797, -76.807734)",6.53,0.9,4.78,95818.7,1.0,0.0,0.0,6.764770050057894,1.0
4/2/2024 17:00,"(42.089797, -76.807734)",6.65,0.9,4.8,95819.75,0.35,0.0,0.0,6.817977346331807,0.35
4/2/2024 18:00,"(42.089797, -76.807734)",6.07,0.92,3.98,95845.41,0.37,0.0,0.0,6.710021853366638,0.37
4/2/2024 19:00,"(42.089797, -76.807734)",5.85,0.92,4.51,95816.3,0.61,0.0,0.0,6.6138336084179015,0.61
4/2/2024 20:00,"(42.089797, -76.807734)",5.71,0.92,5.04,95792.4,0.53,0.0,0.0,6.553251895297644,0.53
4/2/2024 21:00,"(42.089797, -76.807734)",5.57,0.92,5.38,95778.83,0.33,0.0,0.0,6.493155471031939,0.33
4/2/2024 22:00,"(42.089797, -76.807734)",5.55,0.91,5.5,95762.55,0.16,0.0,0.0,6.414124803770302,0.16
4/2/2024 23:00,"(42.089797, -76.807734)",5.51,0.9,5.45,95678.72,0.13,0.0,0.0,6.326948744908117,0.13
4/3/2024 0:00,"(42.089797, -76.807734)",5.33,0.9,5.31,95628.05,0.36,0.0,0.0,6.252312365585072,0.36
4/3/2024 1:00,"(42.089797, -76.807734)",5.29,0.89,5.22,95579.64,0.52,0.0,0.0,6.166544355423598,0.52
4/3/2024 2:00,"(42.089797, -76.807734)",5.27,0.89,5.59,95483.19,0.3,0.0,0.0,6.158409505381645,0.3
4/3/2024 3:00,"(42.089797, -76.807734)",5.48,0.89,5.65,95421.94,1.1,0.0,0.0,6.244294940852364,1.1
4/3/2024 4:00,"(42.089797, -76.807734)",5.4,0.9,5.66,95267.27,2.85,0.0,0.0,6.281245702184435,2.85
4/3/2024 5:00,"(42.089797, -76.807734)",5.32,0.9,5.49,95298.36,3.86,0.0,0.0,6.248188552815658,3.86
4/3/2024 6:00,"(42.089797, -76.807734)",5.03,0.91,5.1,95210.61,2.76,0.0,0.0,6.197734184853949,2.76
4/3/2024 7:00,"(42.089797, -76.807734)",5.01,0.9,5.95,95197.82,2.3,0.0,0.0,6.121523540110635,2.3
4/3/2024 8:00,"(42.089797, -76.807734)",4.99,0.9,5.8,95201.95,1.04,0.0,0.0,6.113429229368851,1.04
4/3/2024 9:00,"(42.089797, -76.807734)",5.06,0.9,5.75,95147.52,1.01,0.0,0.0,6.141800308529663,1.01
4/3/2024 10:00,"(42.089797, -76.807734)",4.98,0.91,5.92,95142.98,1.31,0.0,0.0,6.177267645032871,1.31
4/3/2024 11:00,"(42.089797, -76.807734)",4.88,0.91,6.56,95030.73,1.93,0.0,0.0,6.136511705972105,1.93
4/3/2024 12:00,"(42.089797, -76.807734)",4.77,0.9,7.0,94821.37,1.41,0.0,0.0,6.025007294112385,1.41
4/3/2024 13:00,"(42.089797, -76.807734)",4.68,0.89,5.83,94832.82,0.36,0.0,0.0,5.922611969219738,0.36
4/3/2024 14:00,"(42.089797, -76.807734)",4.54,0.88,4.2,94909.23,1.08,0.0,0.0,5.801902075296617,1.08
4/3/2024 15:00,"(42.089797, -76.807734)",4.36,0.88,4.91,94834.71,4.7,0.78,0.0,5.732906960189592,3.92
4/3/2024 16:00,"(42.089797, -76.807734)",4.03,0.89,4.9,94706.03,0.56,0.0,0.0,5.672007930153158,0.56
4/3/2024 17:00,"(42.089797, -76.807734)",3.88,0.91,4.13,94614.08,0.97,0.0,0.0,5.7417024879693175,0.97
4/3/2024 18:00,"(42.089797, -76.807734)",2.95,0.92,2.74,94612.36,2.07,0.05,0.0,5.453938707410571,2.02
4/3/2024 19:00,"(42.089797, -76.807734)",2.56,0.93,2.52,94600.22,2.6,0.75,0.0,5.370164446995708,1.85
4/3/2024 20:00,"(42.089797, -76.807734)",2.73,0.93,2.13,94633.04,1.23,0.53,0.0,5.4321176195290315,0.7
4/3/2024 21:00,"(42.089797, -76.807734)",2.72,0.93,1.87,94653.46,0.53,0.08,0.0,5.428456069785524,0.45
4/3/2024 22:00,"(42.089797, -76.807734)",2.57,0.93,1.9,94689.93,0.74,0.22,0.0,5.373791548771215,0.52
4/3/2024 23:00,"(42.089797, -76.807734)",2.36,0.93,2.01,94622.17,1.4,0.96,0.0,5.298071203439342,0.43999999999999995
4/4/2024 0:00,"(42.089797, -76.807734)",2.11,0.94,2.45,94637.18,1.63,1.31,0.0,5.26515993061737,0.31999999999999984
4/4/2024 1:00,"(42.089797, -76.807734)",1.79,0.94,2.96,94629.23,1.19,0.97,3.63,5.152043779231973,0.21999999999999997
4/4/2024 2:00,"(42.089797, -76.807734)",1.26,0.94,2.72,94611.83,1.07,0.89,8.58,4.969374849049056,0.18000000000000005
4/4/2024 3:00,"(42.089797, -76.807734)",1.21,0.95,2.05,94559.06,0.72,0.43,10.0,5.00512416301981,0.29
4/4/2024 4:00,"(42.089797, -76.807734)",1.04,0.96,1.69,94557.66,0.5,0.33,10.0,4.999387297007314,0.16999999999999998
4/4/2024 5:00,"(42.089797, -76.807734)",0.95,0.96,1.43,94520.48,0.3,0.19,10.0,4.968697971495309,0.10999999999999999
4/4/2024 6:00,"(42.089797, -76.807734)",1.32,0.95,0.83,94515.6,0.21,0.14,10.0,5.042847896545943,0.06999999999999998
4/4/2024 7:00,"(42.089797, -76.807734)",1.52,0.94,0.89,94507.74,0.15,0.12,10.0,5.058264013032589,0.03
4/4/2024 8:00,"(42.089797, -76.807734)",1.46,0.94,0.98,94520.14,0.13,0.11,10.0,5.0376283937959405,0.020000000000000004
4/4/2024 9:00,"(42.089797, -76.807734)",1.63,0.9,1.31,94560.35,0.19,0.17,10.0,4.879425101406086,0.01999999999999999
4/4/2024 10:00,"(42.089797, -76.807734)",1.87,0.89,1.26,94559.55,0.2,0.15,10.0,4.904582956535729,0.05000000000000002
4/4/2024 11:00,"(42.089797, -76.807734)",2.42,0.83,0.98,94601.03,0.19,0.09,10.0,4.747608605493456,0.1
4/4/2024 12:00,"(42.089797, -76.807734)",2.71,0.82,1.18,94653.54,0.13,0.03,10.0,4.783154062911751,0.1
4/4/2024 13:00,"(42.089797, -76.807734)",3.87,0.76,1.34,94656.84,0.1,0.0,8.58,4.792066719091917,0.1
4/4/2024 14:00,"(42.089797, -76.807734)",4.8,0.72,0.76,94646.4,0.08,0.0,8.58,4.829598890418082,0.08
4/4/2024 15:00,"(42.089797, -76.807734)",5.39,0.69,1.09,94660.52,0.2,0.0,3.63,4.812447334966979,0.2
4/4/2024 16:00,"(42.089797, -76.807734)",4.59,0.73,1.94,94678.97,0.18,0.0,3.63,4.828946479463339,0.18
4/4/2024 17:00,"(42.089797, -76.807734)",3.7,0.81,2.59,94725.63,0.2,0.0,3.63,5.049635970430545,0.2
4/4/2024 18:00,"(42.089797, -76.807734)",3.67,0.82,2.41,94806.94,0.56,0.0,3.63,5.101729549375561,0.56
4/4/2024 19:00,"(42.089797, -76.807734)",3.12,0.84,2.93,94886.99,0.15,0.0,3.63,5.036942784371381,0.15
4/4/2024 20:00,"(42.089797, -76.807734)",2.18,0.9,2.8,94960.19,0.09,0.0,0.0,5.0650775215626584,0.09
4/4/2024 21:00,"(42.089797, -76.807734)",1.68,0.93,2.76,95078.93,0.07,0.02,0.0,5.059254325314903,0.05
4/4/2024 22:00,"(42.089797, -76.807734)",1.23,0.94,2.92,95132.41,0.06,0.05,0.0,4.959207045829868,0.009999999999999995
4/4/2024 23:00,"(42.089797, -76.807734)",1.2,0.93,2.83,95141.1,0.1,0.1,0.0,4.896407935136915,0.0
4/5/2024 0:00,"(42.089797, -76.807734)",1.14,0.93,2.97,95163.14,0.13,0.13,0.0,4.876378786197976,0.0
4/5/2024 1:00,"(42.089797, -76.807734)",0.93,0.93,3.55,95199.36,0.13,0.12,0.0,4.806841201245623,0.010000000000000009
4/5/2024 2:00,"(42.089797, -76.807734)",0.84,0.9,3.88,95206.92,0.13,0.12,0.0,4.623199864153357,0.010000000000000009
4/5/2024 3:00,"(42.089797, -76.807734)",0.63,0.88,3.83,95214.73,0.18,0.18,0.0,4.455837669425506,0.0
4/5/2024 4:00,"(42.089797, -76.807734)",0.39,0.87,3.5,95236.64,0.1,0.1,0.0,4.333167955114882,0.0
4/5/2024 5:00,"(42.089797, -76.807734)",0.38,0.85,3.25,95249.46,0.09,0.09,0.0,4.230644467322349,0.0
4/5/2024 6:00,"(42.089797, -76.807734)",0.15,0.87,3.4,95340.16,0.08,0.08,0.0,4.262168010388816,0.0
4/5/2024 7:00,"(42.089797, -76.807734)",0.13,0.86,3.49,95379.43,0.05,0.04,0.0,4.207374719607082,0.010000000000000002
4/5/2024 8:00,"(42.089797, -76.807734)",0.2,0.84,4.41,95416.51,0.15,0.14,0.0,4.129396471961931,0.009999999999999981
4/5/2024 9:00,"(42.089797, -76.807734)",0.72,0.78,5.05,95442.71,0.15,0.15,0.0,3.973952830375385,0.0
4/5/2024 10:00,"(42.089797, -76.807734)",1.42,0.75,5.4,95458.0,0.18,0.14,0.0,4.008440693914878,0.03999999999999998
4/5/2024 11:00,"(42.089797, -76.807734)",2.3,0.72,5.27,95475.04,0.18,0.07,0.0,4.085116781419177,0.10999999999999999
4/5/2024 12:00,"(42.089797, -76.807734)",2.64,0.68,5.28,95506.18,0.22,0.07,0.0,3.9478324066771258,0.15
4/5/2024 13:00,"(42.089797, -76.807734)",3.08,0.67,5.59,95550.74,0.16,0.07,0.0,4.006774154049593,0.09
4/5/2024 14:00,"(42.089797, -76.807734)",3.17,0.69,5.68,95558.87,0.18,0.07,0.0,4.15141222692121,0.10999999999999999
4/5/2024 15:00,"(42.089797, -76.807734)",3.1,0.7,5.64,95593.18,0.21,0.08,0.0,4.191813820813529,0.13
4/5/2024 16:00,"(42.089797, -76.807734)",3.19,0.69,5.52,95608.09,0.29,0.09,0.0,4.156993103444831,0.19999999999999998
4/5/2024 17:00,"(42.089797, -76.807734)",2.78,0.74,5.54,95673.03,0.15,0.02,0.0,4.3369234282356475,0.13
4/5/2024 18:00,"(42.089797, -76.807734)",2.12,0.8,4.29,95747.39,0.3,0.03,0.0,4.484025180628452,0.27
4/5/2024 19:00,"(42.089797, -76.807734)",1.95,0.84,4.29,95817.33,0.09,0.02,0.0,4.654254876761994,0.06999999999999999
4/5/2024 20:00,"(42.089797, -76.807734)",1.68,0.89,4.08,95894.86,0.05,0.02,0.0,4.841651988742219,0.030000000000000002
4/5/2024 21:00,"(42.089797, -76.807734)",1.59,0.89,3.91,95904.52,0.02,0.02,0.0,4.812090340915795,0.0
4/5/2024 22:00,"(42.089797, -76.807734)",1.88,0.87,4.05,95913.83,0.02,0.02,0.0,4.797624650182148,0.0
4/5/2024 23:00,"(42.089797, -76.807734)",1.9,0.86,4.2,95950.01,0.02,0.02,0.0,4.748924495865966,0.0
4/6/2024 0:00,"(42.089797, -76.807734)",2.07,0.84,4.26,95928.15,0.06,0.06,0.0,4.692295833139413,0.0
4/6/2024 1:00,"(42.089797, -76.807734)",2.29,0.86,4.33,95944.15,0.1,0.1,0.0,4.876144131635068,0.0
4/6/2024 2:00,"(42.089797, -76.807734)",2.49,0.87,4.41,95956.2,0.11,0.09,0.0,5.000006657750741,0.020000000000000004
4/6/2024 3:00,"(42.089797, -76.807734)",2.77,0.88,4.35,95933.37,0.09,0.03,0.0,5.153947523264671,0.06
4/6/2024 4:00,"(42.089797, -76.807734)",2.74,0.9,4.4,95975.81,0.05,0.01,0.0,5.2604335465314565,0.04
4/6/2024 5:00,"(42.089797, -76.807734)",2.78,0.9,4.46,95989.76,0.11,0.01,0.0,5.274636601908219,0.1
4/6/2024 6:00,"(42.089797, -76.807734)",2.8,0.88,4.43,96069.72,0.12,0.01,0.0,5.164378473107119,0.11
4/6/2024 7:00,"(42.089797, -76.807734)",2.69,0.88,4.8,96151.09,0.12,0.02,0.0,5.126221781419412,0.09999999999999999
4/6/2024 8:00,"(42.089797, -76.807734)",2.79,0.88,4.55,96200.15,0.09,0.01,0.0,5.160899438139146,0.08
4/6/2024 9:00,"(42.089797, -76.807734)",2.77,0.88,5.53,96250.06,0.2,0.04,0.0,5.153947523264671,0.16
4/6/2024 10:00,"(42.089797, -76.807734)",3.82,0.81,5.59,96297.13,0.27,0.02,0.0,5.0903046154877245,0.25
4/6/2024 11:00,"(42.089797, -76.807734)",4.94,0.72,6.33,96310.09,0.18,0.0,0.0,4.874587491432252,0.18
4/6/2024 12:00,"(42.089797, -76.807734)",5.81,0.67,6.79,96291.38,0.13,0.0,0.0,4.803954500512179,0.13
4/6/2024 13:00,"(42.089797, -76.807734)",6.74,0.61,7.0,96278.32,0.2,0.0,0.0,4.648282815186491,0.2
4/6/2024 14:00,"(42.089797, -76.807734)",7.76,0.57,7.05,96235.63,0.15,0.0,0.0,4.640889862500865,0.15
4/6/2024 15:00,"(42.089797, -76.807734)",8.05,0.54,6.9,96242.31,0.03,0.0,0.0,4.479750770895397,0.03
4/6/2024 16:00,"(42.089797, -76.807734)",8.82,0.48,6.63,96253.78,0.01,0.0,0.0,4.184112824861342,0.01
4/6/2024 17:00,"(42.089797, -76.807734)",8.74,0.48,6.27,96286.52,0.0,0.0,0.0,4.162706202774728,0.0
4/6/2024 18:00,"(42.089797, -76.807734)",8.59,0.45,5.23,96367.13,0.0,0.0,0.0,3.865149296793928,0.0
4/6/2024 19:00,"(42.089797, -76.807734)",8.13,0.47,4.54,96398.07,0.0,0.0,0.0,3.919207870333445,0.0
4/6/2024 20:00,"(42.089797, -76.807734)",7.58,0.5,3.66,96501.4,0.0,0.0,0.0,4.023815852127242,0.0
4/6/2024 21:00,"(42.089797, -76.807734)",7.14,0.54,3.0,96564.09,0.0,0.0,0.0,4.223430189496799,0.0
4/6/2024 22:00,"(42.089797, -76.807734)",6.44,0.59,2.71,96582.31,0.0,0.0,0.0,4.408678503196146,0.0
4/6/2024 23:00,"(42.089797, -76.807734)",6.18,0.61,2.44,96617.13,0.0,0.0,0.0,4.481227373907882,0.0
4/7/2024 0:00,"(42.089797, -76.807734)",5.97,0.62,2.21,96647.1,0.0,0.0,0.0,4.492405123235994,0.0
4/7/2024 1:00,"(42.089797, -76.807734)",5.38,0.63,2.12,96609.3,0.0,0.0,0.0,4.391076985218823,0.0
4/7/2024 2:00,"(42.089797, -76.807734)",4.81,0.66,2.04,96653.42,0.0,0.0,0.0,4.4300669252309515,0.0
4/7/2024 3:00,"(42.089797, -76.807734)",4.21,0.68,2.12,96634.14,0.0,0.0,0.0,4.3859692199066895,0.0
4/7/2024 4:00,"(42.089797, -76.807734)",3.54,0.71,2.23,96645.59,0.0,0.0,0.0,4.379081416544495,0.0
4/7/2024 5:00,"(42.089797, -76.807734)",3.19,0.74,2.48,96655.62,0.0,0.0,0.0,4.458224487752427,0.0
4/7/2024 6:00,"(42.089797, -76.807734)",3.04,0.74,3.15,96715.09,0.0,0.0,0.0,4.413505970324244,0.0
4/7/2024 7:00,"(42.089797, -76.807734)",2.84,0.75,3.29,96797.69,0.0,0.0,0.0,4.41333677874133,0.0
4/7/2024 8:00,"(42.089797, -76.807734)",3.7,0.73,3.13,96862.47,0.0,0.0,0.0,4.550906491869504,0.0
4/7/2024 9:00,"(42.089797, -76.807734)",5.43,0.66,3.26,96914.73,0.0,0.0,0.0,4.615366412091032,0.0
4/7/2024 10:00,"(42.089797, -76.807734)",8.56,0.51,4.17,96952.96,0.0,0.0,0.0,4.372070563954238,0.0
4/7/2024 11:00,"(42.089797, -76.807734)",9.68,0.43,4.6,96960.78,0.0,0.0,0.0,3.9599081430844425,0.0
4/7/2024 12:00,"(42.089797, -76.807734)",10.35,0.38,4.53,96983.67,0.0,0.0,0.0,3.6514722786750005,0.0
4/7/2024 13:00,"(42.089797, -76.807734)",11.55,0.33,4.51,96976.81,0.0,0.0,0.0,3.4199701923876913,0.0
4/7/2024 14:00,"(42.089797, -76.807734)",12.01,0.3,4.42,96933.38,0.0,0.0,0.0,3.19983023601801,0.0
4/7/2024 15:00,"(42.089797, -76.807734)",12.74,0.28,4.44,96932.78,0.0,0.0,0.0,3.125361755506326,0.0
